id_entertainer,slug,name,artist_billing,featured_flag,url,categories,sponsor_info,bio_web,description,keywords,performance_count,details
42,barley-jacks,Barley Jacks,,true,https://www.barleyjacks.com/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"The Barley Jacks meld divergent musical backgrounds to sing original vocals and play jaw-dropping instrumentals that are dynamic and innovative. The group’s music is a blend of original bluegrass, Celtic and roots played with acrobatic skill, soul and a spirit of excitement.",,,6,"The Barley Jacks meld divergent musical backgrounds to sing original vocals and play jaw-dropping instrumentals that are dynamic and innovative. The group’s music is a blend of original bluegrass, Celtic and roots played with acrobatic skill, soul and a spirit of excitement."
43,minnesota-state-fiddle-contest,The Minnesota State Fiddle Contest,,true,http://www.fiddlemn.com/,800,Schell’s Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"The Minnesota State Fiddlers Association keeps the fiddling tradition alive with this annual competition. The first day features competition in four divisions: adult, junior, young adult and open. The second day includes the championship playoffs, heritage, fee-fi-faux and best waltz.","The Minnesota State Fiddlers Association keeps the fiddling tradition alive with this annual competition. The first day features competition in four divisions: adult, junior, young adult and open. The second day includes the championship playoffs, heritage, fee-fi-faux and best waltz.Enthusiastic crowds filled the West End stage seating for the 2019 contest. Each division was filled with talented fiddlers and accompanists. Results are available in pdf format by clicking on the link to the right.",,2,"The Minnesota State Fiddlers Association keeps the fiddling tradition alive with this annual competition. The first day features competition in four divisions: adult, junior, young adult and open. The second day includes the championship playoffs, heritage, fee-fi-faux and best waltz."
44,usaf-band-of-mid-america,Starlifter from the USAF Band of Mid-America,,true,https://www.music.af.mil/Bands/US-Air-Force-Band-of-Mid-America/Ensembles/starlifter/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"A seven-piece group of active duty Airmen-musicians, Starlifter from the USAF Band of Mid-America is a popular music ensemble that performs a wide range of musical styles including rock, pop, jazz, country and traditional patriotic songs. Starlifter showcases Air Force excellence to millions of people each year, performing throughout the Midwest as well as for military and civilian audiences at home and overseas.",,,6,"A seven-piece group of active duty Airmen-musicians, Starlifter from the USAF Band of Mid-America is a popular music ensemble that performs a wide range of musical styles including rock, pop, jazz, country and traditional patriotic songs. Starlifter showcases Air Force excellence to millions of people each year, performing throughout the Midwest as well as for military and civilian audiences at home and overseas."
45,kris-and-the-riverbend-dutchmen,Kris and the Riverbend Dutchmen,,true,https://www.riverbenddutchmen.com/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"Kris and the Riverbend Dutchmen is a polka band that blends old-time music with an up-tempo beat in the traditional Dutchmen style. In high demand across the Upper Midwest, the group brings happiness and pleasure to thousands of loyal fans with energetic shows.",,,6,"Kris and the Riverbend Dutchmen is a polka band that blends old-time music with an up-tempo beat in the traditional Dutchmen style. In high demand across the Upper Midwest, the group brings happiness and pleasure to thousands of loyal fans with energetic shows."
47,minnesota-americana-roots-contest,Minnesota Americana-Roots Music Showcase,,true,http://www.minnesotabluegrass.org/,0,Schell’s Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"Presented by the Minnesota Bluegrass & Old-Time Music Association, the Minnesota Americana-Roots Music Showcase consists of two days of non-stop acoustic jamming as the best of Minnesota’s bluegrass, old-time, Americana and roots musicians show off their talents.","Presented by the Minnesota Bluegrass & Old-Time Music Association, the Minnesota Americana-Roots Music Showcase consists of two days of non-stop acoustic jamming as the best of Minnesota’s bluegrass, old-time, Americana and roots musicians show off their talents.",,2,"Presented by the Minnesota Bluegrass & Old-Time Music Association, the Minnesota Americana-Roots Music Showcase consists of two days of non-stop acoustic jamming as the best of Minnesota’s bluegrass, old-time, Americana and roots musicians show off their talents."
48,the-dollys,The Dollys,,true,https://www.thedollys.com/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"With an incomparable blend of voices, The Dollys primarily perform the music of Emmylou Harris, Dolly Parton and Linda Ronstadt, with hits from other recent roots country artists mixed in. Backed by the talented and experienced musicians in their band, these three vocalists thrill audiences and media alike with their unique, heart-stopping sound.",,,6,"With an incomparable blend of voices, The Dollys primarily perform the music of Emmylou Harris, Dolly Parton and Linda Ronstadt, with hits from other recent roots country artists mixed in. Backed by the talented and experienced musicians in their band, these three vocalists thrill audiences and media alike with their unique, heart-stopping sound."
49,mnhs-presents-history-on-a-schtick,MNHS presents History On-A-Schtick,,true,,800,Schell’s Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co. Brought to you by the Minnesota Historical Society and the Minnesota State Fair Foundation.,"Take a vaudevillian romp through Minnesota’s past with wacky fun, sing-alongs, trivia, prizes and astonishing historical tidbits! Program support is provided by the Legacy Amendment’s Arts and Cultural Heritage Fund. (All 10:00 am performances are ASL-interpreted)","Take a vaudevillian romp through Minnesota’s past with wacky fun, sing-alongs, trivia, prizes and astonishing historical tidbits! Program support is provided by the Legacy Amendment’s Arts and Cultural Heritage Fund. All 10:00 am performances are ASL-interpreted.",,24,"Take a vaudevillian romp through Minnesota’s past with wacky fun, sing-alongs, trivia, prizes and astonishing historical tidbits! Program support is provided by the Legacy Amendment’s Arts and Cultural Heritage Fund. (All 10:00 am performances are ASL-interpreted)"
52,tom-hunter,Tom Hunter,,true,https://www.facebook.com/tomhunterfans/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Self-taught Minneapolis-based blues and jazz musician Tom Hunter unleashes no-holds-barred music and brings the crowd along for the ride. With both original songs and jazz standards, his show covers the musical spectrum from smoky jazz to gut-bucket Chicago blues.",,,6,"Self-taught Minneapolis-based blues and jazz musician Tom Hunter unleashes no-holds-barred music and brings the crowd along for the ride. With both original songs and jazz standards, his show covers the musical spectrum from smoky jazz to gut-bucket Chicago blues."
53,jack-knife-and-the-sharps,Jack Knife & The Sharps,,true,https://www.facebook.com/Jack-Knife-and-the-Sharps-JKATS-67830942781/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Jack Knife & The Sharps plays roots-based American music, swing, country and rockabilly. A regular fixture on the Twin Cities music scene since the ‘80s, the group has also entertained U.S. troops on three separate tours in Iraq, Kuwait, Bosnia, Kosovo and Germany.",,,6,"Jack Knife & The Sharps plays roots-based American music, swing, country and rockabilly. A regular fixture on the Twin Cities music scene since the ‘80s, the group has also entertained U.S. troops on three separate tours in Iraq, Kuwait, Bosnia, Kosovo and Germany."
54,the-neighborhood-trio,The Neighborhood Trio,,true,https://theneighborhoodtrio.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Combining elements of pop, soul, roots and jazz, The Neighborhood Trio shapes creative arrangements of covers and catchy originals. Their unique instrumentation of vibraphone, lap steel guitar and upright bass produces a sound that is surprising and delightful.",,,6,"Combining elements of pop, soul, roots and jazz, The Neighborhood Trio shapes creative arrangements of covers and catchy originals. Their unique instrumentation of vibraphone, lap steel guitar and upright bass produces a sound that is surprising and delightful."
55,dakota-dave-hull-and-friends,Dakota Dave Hull & Friends,,true,https://dakotadavehull.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"An engaging storyteller, gifted composer and original interpreter of vintage tunes, Dakota Dave Hull entertains and astounds audiences with his masterful guitar playing. His music spans a wide range of material, including jazz, ragtime, folk, blues, Western swing and vintage pop.",,,6,"An engaging storyteller, gifted composer and original interpreter of vintage tunes, Dakota Dave Hull entertains and astounds audiences with his masterful guitar playing. His music spans a wide range of material, including jazz, ragtime, folk, blues, Western swing and vintage pop."
56,phil-heywood-and-eric-lugosch,Phil Heywood & Eric Lugosch,,true,,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"National guitar champions Phil Heywood and Eric Lugosch possess a snappy finger-picking style of which both players are undisputed masters. As a result of cultivating a musical friendship for more than 30 years, their guitar work as a duo strikes a balance that contrasts, brightens and builds, delighting audiences wherever they perform. Visit Phil Heywood's website (philheywood.com) and Eric Lugosch's website (ericlugosch.com) for more information.",,,6,"National guitar champions Phil Heywood and Eric Lugosch possess a snappy finger-picking style of which both players are undisputed masters. As a result of cultivating a musical friendship for more than 30 years, their guitar work as a duo strikes a balance that contrasts, brightens and builds, delighting audiences wherever they perform. Visit Phil Heywood's website (philheywood.com) and Eric Lugosch's website (ericlugosch.com) for more information."
57,cafe-accordion,Café Accordion Orchestra,,true,http://www.cafeaccordion.com/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Performing an eclectic mix of dance music full of French flair, Latin heat and Bohemian attitude, the heart of Café Accordion Orchestra’s repertoire is the romantic, gypsy-influenced valse-musette (a blend of folk and Parisian music). A high level of musicianship and passion for performance make this group an entertaining concert act and a great dance band.",,,6,"Performing an eclectic mix of dance music full of French flair, Latin heat and Bohemian attitude, the heart of Café Accordion Orchestra’s repertoire is the romantic, gypsy-influenced valse-musette (a blend of folk and Parisian music). A high level of musicianship and passion for performance make this group an entertaining concert act and a great dance band."
58,men-of-hope,The Men of New Hope,,true,,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Founded as the Men’s Music Ministry of New Hope Baptist Church in Saint Paul, The Men of New Hope has become one of the Twin Cities’ premier inspirational vocal ensembles. These gifted musicians possess a dynamic, harmony-infused music repertoire that spans a broad range of styles, including their specialty – quartet-style a cappella harmony.","Started as the Men’s Music Ministry of New Hope Baptist Church in Saint Paul, The Men of New Hope are one of the premier men’s inspirational vocal ensembles in the Twin Cities. These gifted musicians possess a dynamic, harmony-infused music repertoire that spans a broad range of styles, including their specialty – quartet-style a cappella harmony.",,6,"Founded as the Men’s Music Ministry of New Hope Baptist Church in Saint Paul, The Men of New Hope has become one of the Twin Cities’ premier inspirational vocal ensembles. These gifted musicians possess a dynamic, harmony-infused music repertoire that spans a broad range of styles, including their specialty – quartet-style a cappella harmony."
60,native-pride-dancers,Native Pride Dancers,,true,http://www.nativepridearts.org/dancers/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Native Pride Dancers is an internationally known high-energy dance troupe featuring an innovative blend of modern and traditional Native American dance styles. The ensemble's rich, cultural heritage is reflected in its movement and authentic regalia.","Native Pride Dancers is an internationally known high-energy dance troupe featuring an innovative blend of modern and traditional Native American dance styles. The ensemble's rich, cultural heritage is reflected in its movement and authentic regalia.",,6,"Native Pride Dancers is an internationally known high-energy dance troupe featuring an innovative blend of modern and traditional Native American dance styles. The ensemble's rich, cultural heritage is reflected in its movement and authentic regalia."
61,takin-it-to-the-limit-eagles,Takin’ It To The Limit: An Eagles Tribute,,true,,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Now in the 10th year of performing hundreds of sellout performances, The Fabulous Armadillos and Collective Unconscious come together to recreate the magical songs of the premier ‘70s California rock band, the Eagles. With this nine-piece band, audiences can expect no less than an evening of amazing super hits! Visit The Fabulous Armadillos website (fabulousarmadillos.com) and Collective Unconscious website (collectiveunconscious.net) for more information.",,,2,"Now in the 10th year of performing hundreds of sellout performances, The Fabulous Armadillos and Collective Unconscious come together to recreate the magical songs of the premier ‘70s California rock band, the Eagles. With this nine-piece band, audiences can expect no less than an evening of amazing super hits! Visit The Fabulous Armadillos website (fabulousarmadillos.com) and Collective Unconscious website (collectiveunconscious.net) for more information."
62,lizzyp,Lizzy - Comedy Stage Hypnosis,,true,http://www.lizzythedreamgirl.com/,800,Family Fair Stage at Baldwin Park is proudly sponsored by Green Mill Restaurant.,"Explore the hilarious side of hypnosis and discover the amazing power and creativity of the human mind. Compelled to explore the lighter side of the power of the human mind, Lizzy creates a vibrant, high-energy show appropriate for all ages.",,,2,"Explore the hilarious side of hypnosis and discover the amazing power and creativity of the human mind. Compelled to explore the lighter side of the power of the human mind, Lizzy creates a vibrant, high-energy show appropriate for all ages."
65,roots-and-boots,"Roots & Boots featuring Aaron Tippin, Sammy Kershaw and Collin Raye",,true,,800,Leinie Lodge Bandshell is proudly sponsored by Jacob Leinenkugel Brewing Co.,"This epic journey down country’s memory lane features legends Aaron Tippin, Sammy Kershaw and Collin Raye. Tippin has crusaded for the working man and woman since he ripped country music wide open with his uncompromising single “You’ve Got to Stand for Something.” His voice continued to ring loud and clear with “I Wouldn’t Have It Any Other Way,” “My Blue Angel,” “Kiss This” and more. His honest lyrics and direct, impassioned vocals have built a large and devoted audience. In the course of breaking into the ranks of country music stardom, Kershaw has made contributions to more than just the charts. His platinum albums were propelled into the record books by hits such as “She Don’t Know She’s Beautiful,” “I Can’t Reach Her Anymore,” “Love of My Life,” “Haunted Heart” and many others. Raye’s soulful delivery has set country standards in such searing ballads as “Love, Me,” “In This Life,” “Not That Different” and “If I Were You.” He is a truly electrifying performer and remains one of the great voices of our time.","This epic journey down country’s memory lane features legends Aaron Tippin, Sammy Kershaw and Collin Raye. Tippin has crusaded for the working man and woman since he ripped country music wide open with his uncompromising single “You’ve Got to Stand for Something.” His voice continued to ring loud and clear with “I Wouldn’t Have It Any Other Way,” “My Blue Angel,” “Kiss This” and more. His honest lyrics and direct, impassioned vocals have built a large and devoted audience. In the course of breaking into the ranks of country music stardom, Kershaw has made contributions to more than just the charts. His platinum albums were propelled into the record books by hits such as “She Don’t Know She’s Beautiful,” “I Can’t Reach Her Anymore,” “Love of My Life,” “Haunted Heart” and many others. Raye’s soulful delivery has set country standards in such searing ballads as “Love, Me,” “In This Life,” “Not That Different” and “If I Were You.” He is a truly electrifying performer and remains one of the great voices of our time.",,2,"This epic journey down country’s memory lane features legends Aaron Tippin, Sammy Kershaw and Collin Raye. Tippin has crusaded for the working man and woman since he ripped country music wide open with his uncompromising single “You’ve Got to Stand for Something.” His voice continued to ring loud and clear with “I Wouldn’t Have It Any Other Way,” “My Blue Angel,” “Kiss This” and more. His honest lyrics and direct, impassioned vocals have built a large and devoted audience. In the course of breaking into the ranks of country music stardom, Kershaw has made contributions to more than just the charts. His platinum albums were propelled into the record books by hits such as “She Don’t Know She’s Beautiful,” “I Can’t Reach Her Anymore,” “Love of My Life,” “Haunted Heart” and many others. Raye’s soulful delivery has set country standards in such searing ballads as “Love, Me,” “In This Life,” “Not That Different” and “If I Were You.” He is a truly electrifying performer and remains one of the great voices of our time."
66,good-for-gary,Good For Gary,,true,https://www.goodforgary.com/,0,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"With an electrifying live show, Good For Gary is one of the most exciting and sought-after cover bands in the Twin Cities. Stocked with accomplished musicians, this seven-piece band specializes in playing current and classic dance hits, focusing on the newest Top 40 songs.",,,2,"With an electrifying live show, Good For Gary is one of the most exciting and sought-after cover bands in the Twin Cities. Stocked with accomplished musicians, this seven-piece band specializes in playing current and classic dance hits, focusing on the newest Top 40 songs."
67,phoenix-dance-group,Phoenix Chinese Dance Academy,,true,https://www.phoenixchinesedance.org/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Sharing the rich history of Chinese traditional dance, Phoenix Chinese Dance Academy performs diverse and colorful Chinese ethnic dances. The beauty, technique and skill unique to this art form make it a wonderful treasure to behold.",,,6,"Sharing the rich history of Chinese traditional dance, Phoenix Chinese Dance Academy performs diverse and colorful Chinese ethnic dances. The beauty, technique and skill unique to this art form make it a wonderful treasure to behold."
68,maria-isa,María Isa and LatinXpolis,,true,https://www.iammariaisa.com/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Award-winning Boricua singer-songwriter Maria Isa is a multi-leveled artist who combines her Afro-LatinX and hip-hop lyricism performance style with her Minnesotan and Puerto Rican heritage into a fusion of sound. Known as one of the top artists in the Twin Cities, she performs her original music nationally and internationally.",,,6,"Award-winning Boricua singer-songwriter Maria Isa is a multi-leveled artist who combines her Afro-LatinX and hip-hop lyricism performance style with her Minnesotan and Puerto Rican heritage into a fusion of sound. Known as one of the top artists in the Twin Cities, she performs her original music nationally and internationally."
69,banda-la-verdadera,Banda La Verdadera,,true,https://www.facebook.com/LAVERDADERAOFICIAL/,0,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Formed in 2004, Banda La Verdadera has become a favorite crowd-pleaser for Latinos in Minnesota, performing many of today’s regional Mexican hits. With 14 musicians hailing from different regions of Mexico, this raucous, upbeat horn band is proud to bring joy to audiences of all ages.",,,2,"Formed in 2004, Banda La Verdadera has become a favorite crowd-pleaser for Latinos in Minnesota, performing many of today’s regional Mexican hits. With 14 musicians hailing from different regions of Mexico, this raucous, upbeat horn band is proud to bring joy to audiences of all ages."
70,ballet-folkorico-mexico,Ballet Folklorico Mexico Azteca,,true,https://www.bfmexicoazteca.com/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Founded in 2009, Minneapolis-based Ballet Folklorico Mexico Azteca is a highly esteemed Mexican folk dance company. Preserving the culture of Mexico through performance, the group’s repertoire includes traditional folkloric dance pieces, as well as Indigenous rituals that are infused with elements from contemporary movement.",,,6,"Founded in 2009, Minneapolis-based Ballet Folklorico Mexico Azteca is a highly esteemed Mexican folk dance company. Preserving the culture of Mexico through performance, the group’s repertoire includes traditional folkloric dance pieces, as well as Indigenous rituals that are infused with elements from contemporary movement."
71,ka-lia-universe-and-friends,Ka Lia Universe & Friends,,true,https://www.facebook.com/kaliauniverse/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"One of the leaders of Hmong music’s new school of crossover artists in Minnesota, Ka Lia Universe brings a fresh, engaging live show to fans across the country. Born the daughter of Laotian Hmong immigrants, this Saint Paul singer-songwriter creates original music that mixes pop, hip-hop and R&B and alternates between English and Hmong with grace and fluidity.",,,2,"One of the leaders of Hmong music’s new school of crossover artists in Minnesota, Ka Lia Universe brings a fresh, engaging live show to fans across the country. Born the daughter of Laotian Hmong immigrants, this Saint Paul singer-songwriter creates original music that mixes pop, hip-hop and R&B and alternates between English and Hmong with grace and fluidity."
72,poppa-bear-norton,Poppa Bear Norton,,true,https://www.poppabearnorton.com/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"Minnesota-based two-man musical act Poppa Bear Norton plays original country and western-style music that’s heartfelt, musically explosive and highly entertaining. The duo’s songs are written like well-crafted stories and told with passion, theatrics and musical skill.",,,6,"Minnesota-based two-man musical act Poppa Bear Norton plays original country and western-style music that’s heartfelt, musically explosive and highly entertaining. The duo’s songs are written like well-crafted stories and told with passion, theatrics and musical skill."
73,molly-maher-band,Molly Maher Band,,true,https://mollymaher.com/,800,Schell's Stage at Schilling Amphitheater is proudly sponsored by August Schell Brewing Co.,"An incomparable singer and songwriter with compelling depth, Molly Maher moves beautifully between Americana and blues with her stellar guitar playing, soul-cutting lyrics and authentic, sage voice. Showcasing strong musicianship and adaptability, her live show is an unforgettable experience.",,,6,"An incomparable singer and songwriter with compelling depth, Molly Maher moves beautifully between Americana and blues with her stellar guitar playing, soul-cutting lyrics and authentic, sage voice. Showcasing strong musicianship and adaptability, her live show is an unforgettable experience."
75,the-joey-johnson-band,The Joey Johnson Band,,true,https://www.joeyjohnsonband.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"With a playlist that includes tunes from America’s polka king Frankie Yankovic to the likes of Stevie Ray Vaughan, The Joey Johnson Band is one of the most eclectic groups in the Twin Cities today. Whether you’re dancing away or singing along, it won’t take you long to realize they’re in the business of fun!",,,6,"With a playlist that includes tunes from America’s polka king Frankie Yankovic to the likes of Stevie Ray Vaughan, The Joey Johnson Band is one of the most eclectic groups in the Twin Cities today. Whether you’re dancing away or singing along, it won’t take you long to realize they’re in the business of fun!"
76,jim-berners-music-legends,Jim Berner's Music Legends,,true,http://www.jimberner.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,Jim Berner plays the piano and sings selections from the songbook of great American pop tunes. He brings songs to life by telling the stories of the artists who made them famous.,Jim Berner plays the piano and sings selections from the songbook of great American pop tunes. He brings songs to life by telling the stories of the artists who made them famous.,,6,Jim Berner plays the piano and sings selections from the songbook of great American pop tunes. He brings songs to life by telling the stories of the artists who made them famous.
77,pk-mayo,PK Mayo,,true,http://www.pkmayo.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Guitarist, singer and songwriter PK Mayo creates a unique sound all his own with rich vocals, melodic riffs and his natural talent on the acoustic slide and electric guitars. His original music, influenced by blues, appeals to a wide range of music lovers across many genres.",,,6,"Guitarist, singer and songwriter PK Mayo creates a unique sound all his own with rich vocals, melodic riffs and his natural talent on the acoustic slide and electric guitars. His original music, influenced by blues, appeals to a wide range of music lovers across many genres."
79,lolos-ghost,Lolos Ghost,,true,https://www.lolosghost.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Fronted by critically acclaimed songwriter James Loney, eight-piece band Lolos Ghost takes audiences on a journey through different musical landscapes. Beautiful, stark and soulful, their songs pull on the heartstrings while engaging the mind.",,,6,"Fronted by critically acclaimed songwriter James Loney, eight-piece band Lolos Ghost takes audiences on a journey through different musical landscapes. Beautiful, stark and soulful, their songs pull on the heartstrings while engaging the mind."
80,bill-koncar,Bill Koncar,,true,https://www.billkoncar.com/,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Bill Koncar is a popular strolling accordionist and band leader in the Midwest. His group plays a variety of music, including polka, waltz, fox trot, swing, Latin rhythm, classic rock and pop tunes.",,,6,"Bill Koncar is a popular strolling accordionist and band leader in the Midwest. His group plays a variety of music, including polka, waltz, fox trot, swing, Latin rhythm, classic rock and pop tunes."
81,miranda-lambert,Miranda Lambert,,true,https://www.mirandalambert.com/,800,Grandstand Concert Series is proudly sponsored by Sleep Number. Nightly Fireworks Spectacular is proudly sponsored by Mazda.,"East Texas native Miranda Lambert is no stranger to taking corners on two-wheels, getting into – and out of – trouble, laughing at what life hands you and creating authenticity on her own terms. Along the way, her brand of seriously girly, post-“Thelma & Louise” hardcore feminism broke Merle Haggard’s Academy of Country Music Awards record for most awards – including five Albums of the Year, four Songs of the Year, four Singles of the Year and nine Top Female Vocalists of the year, as well as 13 CMAs (across Female, Album, Single, Song, Video and Event), two CMT Artist of the Years and a pair of GRAMMY® Awards (Best Female Vocal, Album of the Year) with songs that own mistakes and create the kind of havoc that sets women free. With all that, what could possibly be left? Wildcard. The Lone Star songwriter/cultural force’s most diverse effort yet moves from fraught, taut rock & roll to gentle folk, classic Wurlitzer country and a bit of funky gospel with just enough humor to keep things in a sweet spot that’s definitively the freewheeling platinum blonde’s comfort zone.",,Miranda Lambert with special guest Lindsay Ell,1,"East Texas native Miranda Lambert is no stranger to taking corners on two-wheels, getting into – and out of – trouble, laughing at what life hands you and creating authenticity on her own terms. Along the way, her brand of seriously girly, post-“Thelma & Louise” hardcore feminism broke Merle Haggard’s Academy of Country Music Awards record for most awards – including five Albums of the Year, four Songs of the Year, four Singles of the Year and nine Top Female Vocalists of the year, as well as 13 CMAs (across Female, Album, Single, Song, Video and Event), two CMT Artist of the Years and a pair of GRAMMY® Awards (Best Female Vocal, Album of the Year) with songs that own mistakes and create the kind of havoc that sets women free. With all that, what could possibly be left? Wildcard. The Lone Star songwriter/cultural force’s most diverse effort yet moves from fraught, taut rock & roll to gentle folk, classic Wurlitzer country and a bit of funky gospel with just enough humor to keep things in a sweet spot that’s definitively the freewheeling platinum blonde’s comfort zone."
83,polkarobics,Polkarobics,,true,http://www.polkarobicsmusic.com/home,800,Ramberg Music Cafe Stage is proudly sponsored by Cal Spas.,"Hailing from Duluth, Minn., Polkarobics came together in 2017 to provide fun music to get people out on the dance floor. They play a wide variety of polkas and waltzes with original music, old-time country and swing to round out their shows.",,,6,"Hailing from Duluth, Minn., Polkarobics came together in 2017 to provide fun music to get people out on the dance floor. They play a wide variety of polkas and waltzes with original music, old-time country and swing to round out their shows."
86,becky-buller,Becky Buller Band,,true,https://beckybuller.com/,800,Leinie Lodge Bandshell is proudly sponsored by Jacob Leinenkugel Brewing Co.,"Bluegrass songstress Becky Buller is an award-winning fiddler, prolific songwriter and high-visibility band leader who performs across the globe. The first female to win Fiddle Player of the Year, she also holds the distinction of being the first artist ever to win in both instrumental and vocal categories of the International Bluegrass Music Association awards.",,,4,"Bluegrass songstress Becky Buller is an award-winning fiddler, prolific songwriter and high-visibility band leader who performs across the globe. The first female to win Fiddle Player of the Year, she also holds the distinction of being the first artist ever to win in both instrumental and vocal categories of the International Bluegrass Music Association awards."
88,renata-the-band,Renata The Band,,true,https://www.renatatheband.com/,800,Leinie Lodge Bandshell is proudly sponsored by Jacob Leinenkugel Brewing Co.,"Fast-rising American country-rock trio Renata The Band displays strong vocal and instrumental skills far surpassing the ages of these young musicians. With an organic yet driving sound, they create fantastic original music full of sibling three-part harmonies.",,,3,"Fast-rising American country-rock trio Renata The Band displays strong vocal and instrumental skills far surpassing the ages of these young musicians. With an organic yet driving sound, they create fantastic original music full of sibling three-part harmonies."
89,rosie-flores,Rosie Flores,,true,https://rosieflores.com/wp/home/,800,Leinie Lodge Bandshell is proudly sponsored by Jacob Leinenkugel Brewing Co.,"A musical chameleon, Rosie Flores blends punk rock, country, alt-country, straight-up rock and rockabilly into music that resonates with grit, grace and determination. She has been entertaining audiences with her energetic vocals and fiery guitar solos for more than 25 years.",,,4,"A musical chameleon, Rosie Flores blends punk rock, country, alt-country, straight-up rock and rockabilly into music that resonates with grit, grace and determination. She has been entertaining audiences with her energetic vocals and fiery guitar solos for more than 25 years."
90,sunpie-louisiana-sunspots,Sunpie & The Louisiana Sunspots,,true,http://www.whiteoakproductions.com/sunpie-and-the-louisiana.html,800,Leinie Lodge Bandshell is proudly sponsored by Jacob Leinenkugel Brewing Co.,"Fronted by one of the most prominent musicians in zydeco, Sunpie & The Louisiana Sunspots creates music that is rich, diverse and adventurous. They play a unique style of Afro-Louisiana music incorporating blues, zydeco and gospel with Caribbean and African-influenced rhythms and melodies.",,,4,"Fronted by one of the most prominent musicians in zydeco, Sunpie & The Louisiana Sunspots creates music that is rich, diverse and adventurous. They play a unique style of Afro-Louisiana music incorporating blues, zydeco and gospel with Caribbean and African-influenced rhythms and melodies."
91,jack-brass-band,Jack Brass Band,,true,https://www.jackbrassband.com/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Formed in the Twin Cities in 1999, the Jack Brass Band is based on the traditions of New Orleans’ brass bands. The group’s feel-good music for all ages has a rich tradition and groove that will make you want to get up and dance.",,,6,"Formed in the Twin Cities in 1999, the Jack Brass Band is based on the traditions of New Orleans’ brass bands. The group’s feel-good music for all ages has a rich tradition and groove that will make you want to get up and dance."
93,sumunar-indonesian-music-dance,Sumunar Indonesian Music & Dance,,true,http://www.sumunar.org,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"Established in 2002, Sumunar Indonesian Music & Dance shares the rich sounds, stories and traditions of Indonesia with audiences of all ages. Among the Twin Cities’ cultural treasures, the troupe fills the air with interconnected melodic and rhythmic layers of sound while performing traditional and contemporary dances.",,,6,"Established in 2002, Sumunar Indonesian Music & Dance shares the rich sounds, stories and traditions of Indonesia with audiences of all ages. Among the Twin Cities’ cultural treasures, the troupe fills the air with interconnected melodic and rhythmic layers of sound while performing traditional and contemporary dances."
94,siamas-congo-roots,Siama’s Congo Roots,,true,https://www.siamamusic.com/,800,International Bazaar Stage is proudly sponsored by Summit Brewing Co.,"An energetic band with a traditional Congolese feel-good sound, Siama’s Congo Roots captivates audiences with music that is unique, joyful and irresistible. Experience the welcoming, celebratory nature of African music with spirited vocals, masterful guitar playing and infectious rhythms.",,,6,"An energetic band with a traditional Congolese feel-good sound, Siama’s Congo Roots captivates audiences with music that is unique, joyful and irresistible. Experience the welcoming, celebratory nature of African music with spirited vocals, masterful guitar playing and infectious rhythms."
