id,exhibitor_id,account_code,lic_num,account_branch_id,license_branch_id,site_num,branch_num,name,slug,description,additional_information,alcoholic_beverages,license_text,products,keywords,directions,latitude,longitude,is_food,categories,promotions
2080.1,19970,2080,2080,2080-1,2080-1,1,1,EventNext Chrysler Group,2080.1,,,,"Chrysler, Dodge, Jeep, Ram and Fiat brand vehicles","Chrysler, Dodge, Jeep, Ram and Fiat brand vehicles",,West side of Cooper St. between Randall & Wright avenues,44.98337556962025,-93.16954491538462,0,"[3, 1, 34]",[]
2084.1,20152,2084,2084,2084-1,2084-1,1,1,Cinnie Smiths,2084.1,,,,"mini cinnamon rolls with traditional cream cheese frosting, Cinnie Sundae (dish of mini Cinnies served with soft serve ice cream), Arabica coffee, cappuccino, French vanilla cappuccino, mocha cappuccino, white chocolate caramel cappuccino, hot chocolate, bottled water, ice cream cones, French roast coffee, hazelnut coffee, hot apple cider, milk","mini cinnamon rolls with traditional cream cheese frosting, Cinnie Sundae (dish of mini Cinnies served with soft serve ice cream), Arabica coffee, cappuccino, French vanilla cappuccino, mocha cappuccino, white chocolate caramel cappuccino, hot chocolate, bottled water, ice cream cones, French roast coffee, hazelnut coffee, hot apple cider, milk","cinnesmiths, cinnamon rolls, cinnamonroll, waterbottle, bottle, waterbottle, bottle",South side of Murphy Avenue between Underwood and Cooper streets,44.98701184172662,-93.16950796923076,1,"[2, 34, 39]",[]
2084.2,20755,2084,2084,2084-1,2084-1,2,1,Smokey's Grill,2084.2,,,,"hamburgers, bacon cheeseburgers, bratwurst, hot dogs, grilled chicken breast sandwich, french fries, chicken strips, Pepsi, Diet Pepsi, bottled water, Dr Pepper, cheese fries, grilled Alaskan salmon sandwich, cheeseburgers, Diet Mountain Dew, Mountain Dew","hamburgers, bacon cheeseburgers, bratwurst, hot dogs, grilled chicken breast sandwich, french fries, chicken strips, Pepsi, Diet Pepsi, bottled water, Dr Pepper, cheese fries, grilled Alaskan salmon sandwich, cheeseburgers, Diet Mountain Dew, Mountain Dew","hotdogs, hot-dogs, soda, pop, cola, soda, pop, cola, diet soda, diet pop, waterbottle, bottle, soda, pop, doctor pepper, peper, dr. pepper, soda, pop, soda, pop, hotdogs, hot-dogs, soda, pop, cola, soda, pop, cola, diet soda, diet pop, waterbottle, bottle, soda, pop, doctor pepper, peper, dr. pepper, soda, pop, soda, pop",South side of Murphy Avenue between Underwood and Cooper streets,44.98701184172662,-93.16950796923076,1,"[2, 39]",[]
2086.1,20153,2086,2086,2086-1,2086-1,1,1,Clam Corporation,2086.1,,,,"all terrain fishing tackle, Polar brand utility trailers, Clam tackle rods and reels, Clam screen tent, Clam apparel, Blackfish foul weather apparel (all products ar designed for all types of weather conditions)","all terrain fishing tackle, Polar brand utility trailers, Clam tackle rods and reels, Clam screen tent, Clam apparel, Blackfish foul weather apparel (all products ar designed for all types of weather conditions)",,Northwest corner of Lee Ave. & Cooper St.,44.98603822784810,-93.16935710576922,0,[1],[]
2089.1,20154,2089,2089,2089-1,2089-1,1,1,Colada Co.,2089.1,,,,"belts, pajamas, leis, skirt wraps, flip-flops, sunglasses, umbrellas, Hawaiian style bags, handbags, hair accessories, backpacks, wallets, headbands, small travel bags, rain ponchos, duffle bags, hats","belts, pajamas, leis, skirt wraps, flip-flops, sunglasses, umbrellas, Hawaiian style bags, handbags, hair accessories, backpacks, wallets, headbands, small travel bags, rain ponchos, duffle bags, hats",,"East side of Cooper St. between Randall & Wright avenues, at Family Fair at Baldwin Park",44.98377673381295,-93.16907693076922,0,[1],[]
2096.1,20155,2096,2096,2096-1,2096-1,1,1,Commers The Water Store,2096.1,,,,"Commers purification and drinking water systems, water coolers, iron filters- domestic and commercial, water conditioners, softeners and water heaters","Commers purification and drinking water systems, water coolers, iron filters- domestic and commercial, water conditioners, softeners and water heaters",,"In the Grandstand, lower level, southeast section",44.98119582278481,-93.17262376153846,0,"[1, 38]",[]
210.1,19941,210,210,210-1,210-1,1,1,Al's Subs & Malt Shop,210.1,"Open 7 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian options (veggie sub)","Open 7 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian options (veggie sub)",,"ice cream, submarine sandwiches (cold cuts, cheeses, vegetables, bacon, Hot Dago-style), breakfast muffin (English muffin, cheese, egg, Canadian bacon), root beer floats, oatmeal, root beer, coffee, milk, orange juice, donuts, biscuits & gravy, soft serve vanilla ice cream in a cone, soft serve chocolate ice cream in a cone, soft serve chocolate vanilla twist ice cream in a cone, bottled water, vanilla malts, chocolate malts, strawberry malts, raspberry Malts, caramel malts, hot fudge sundaes with whipped cream and a cherry, chocolate sundaes with whipped cream and a cherry, strawberry sundaes with whipped cream and a cherry, raspberry sundaes with whipped cream and a cherry, caramel sundaes with whipped cream and a cherry, Pepsi, Diet Pepsi, Mountain Dew, Dr Pepper","ice cream, submarine sandwiches (cold cuts, cheeses, vegetables, bacon, Hot Dago-style), breakfast muffin (English muffin, cheese, egg, Canadian bacon), root beer floats, oatmeal, root beer, coffee, milk, orange juice, donuts, biscuits & gravy, soft serve vanilla ice cream in a cone, soft serve chocolate ice cream in a cone, soft serve chocolate vanilla twist ice cream in a cone, bottled water, vanilla malts, chocolate malts, strawberry malts, raspberry Malts, caramel malts, hot fudge sundaes with whipped cream and a cherry, chocolate sundaes with whipped cream and a cherry, strawberry sundaes with whipped cream and a cherry, raspberry sundaes with whipped cream and a cherry, caramel sundaes with whipped cream and a cherry, Pepsi, Diet Pepsi, Mountain Dew, Dr Pepper","als subs, alssubs, als sub, breakfast, rootbeer,  soda, pop, waterbottle, bottle, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, soda, pop, doctor pepper, peper, dr. pepper, rootbeer,  soda, pop, waterbottle, bottle, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, soda, pop, doctor pepper, peper, dr. pepper","East side of Nelson St. between Dan Patch & Carnes avenues, next to the Giant Slide",44.98036734177215,-93.17186020769230,1,"[2, 39, 63, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$3 off one chocolate or vanilla malt (Regularly $8) OR buy one soft serve cone, get one FREE', 'category': 'Blue Ribbon Bargain Book'}]}"
2110.1,20157,2110,2110,2110-1,2110-1,1,1,Cookware for Life,2110.1,,,,"Maxum cookware, Treasure Chest cookware, Hammerstahl cutlery, New Era cookware, Echo cookware, Hamerstahl cookware, Regal cookware, Royal cookware","Maxum cookware, Treasure Chest cookware, Hammerstahl cutlery, New Era cookware, Echo cookware, Hamerstahl cookware, Regal cookware, Royal cookware",,"In the Grandstand, lower level, northeast section",44.98137477697842,-93.17275923076923,0,"[1, 38]",[]
2112.1,19948,2112,2112,2112-1,2112-1,1,1,Corn Roast,2112.1,,,,"sweet corn on-the-cob roasted in the husk, Diet Coke, Sprite, Powerade, orange soda, Coca-Cola","sweet corn on-the-cob roasted in the husk, Diet Coke, Sprite, Powerade, orange soda, Coca-Cola","cornroast, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, Power ade, pop, coke, cola, soda, pop, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, Power ade, pop, coke, cola, soda, pop",Southeast corner of Dan Patch Ave. & Nelson St.,44.98087240506329,-93.17188483846154,1,"[2, 34, 39]",[]
2114.1,20163,2114,2114,2114-1,2114-1,1,1,3B Fresh Squeezed Lemonade & Foot Long Corn Dogs,2114.1,,,,"bottled water, corn dogs, fresh-squeezed lemonade, sweetened ice tea, half iced tea/half lemonade, foot long corn dogs, cherry limeade","bottled water, corn dogs, fresh-squeezed lemonade, sweetened ice tea, half iced tea/half lemonade, foot long corn dogs, cherry limeade","new, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze, ice tea, icetea, icedtea, iced-tea, ice-tea, Arnold palmer, ice tea, icetea, icedtea, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze, ice tea, icetea, icedtea, iced-tea, ice-tea, Arnold palmer, ice tea, icetea, icedtea",West side of Liggett St. between Carnes & Judson avenues,44.97971733812950,-93.17550864038462,1,"[2, 34, 61]",[]
2116.1,20164,2116,2116,2116-1,2116-1,1,1,Costco Wholesale,2116.1,,,,"sale of Costco memberships, travel, auto program, grocery delivery, business delivery, Costco.com","sale of Costco memberships, travel, auto program, grocery delivery, business delivery, Costco.com",,East side of Cooper Street north of the Home Improvement Building,44.98204395683453,-93.16893838269230,0,[1],[]
2118.1,20165,2118,2118,2118-1,2118-1,1,1,Costigans Minerals,2118.1,,,,"polished agates, rocks, fossils, bags of mineral specimens, mineral specimens, crystal specimens, geodes","polished agates, rocks, fossils, bags of mineral specimens, mineral specimens, crystal specimens, geodes",,"In the Warner Coliseum, south side",44.97785488536555,-93.17434011566608,0,"[1, 38]",[]
212.1,20074,212,212,212-1,212-1,1,1,Blue Moon Dine-In-Theater,212.1,"Open 7 a.m. to 9 p.m.
Accepts credit cards
Vegetarian options","Open 7 a.m. to 9 p.m.
Accepts credit cards
Vegetarian options",,"Gorilla Bread (cinnamon and caramel roll with cream cheese frosting), Caramelized Banana Pudding (homemade banana pudding, bananas, toasted 'nilla wafers, caramelized bananas, white chocolate pudding, whipped cream), bacon breakfast sandwich, sausage breakfast sandwich, Hangover breakfast sandwich, Vegibake breakfast sandwich, waffles, strawberry waffles, chocolate chip waffles, cheesy hash browns, wood-fired pizza (cheese, margherita, sausage, pepperoni, sweet corn and bacon), Turkish Pizza, Cheesy French Onion Monkey Bread, andouille breakfast sandwich, blueberry waffles, hamburgers, sweet corn ice cream, smoked soft serve ice cream, milkshakes, Pepsi, Diet Pepsi, Mountain Dew, Starry, limeade, iced tea, Mug Root Beer, Dr Pepper, orange juice, raspberry lemonade, cherry lemonade, milk, lemonade, Lemon Cookie Tortilla Chips (tortilla chips made from a blend of cookies & corn, creamy-center-of-the-cookie cream dip, lemon curd), New Mexico Chili Dog Sliders Two Ways (green & red chile, chorizo, queso, red onion, all-beef hot dogs, prickly pear cactus slushie shooter), Irish Butter Ice Cream Over Brown Sugar Cinnamon Toast","Gorilla Bread (cinnamon and caramel roll with cream cheese frosting), Caramelized Banana Pudding (homemade banana pudding, bananas, toasted 'nilla wafers, caramelized bananas, white chocolate pudding, whipped cream), bacon breakfast sandwich, sausage breakfast sandwich, Hangover breakfast sandwich, Vegibake breakfast sandwich, waffles, strawberry waffles, chocolate chip waffles, cheesy hash browns, wood-fired pizza (cheese, margherita, sausage, pepperoni, sweet corn and bacon), Turkish Pizza, Cheesy French Onion Monkey Bread, andouille breakfast sandwich, blueberry waffles, hamburgers, sweet corn ice cream, smoked soft serve ice cream, milkshakes, Pepsi, Diet Pepsi, Mountain Dew, Starry, limeade, iced tea, Mug Root Beer, Dr Pepper, orange juice, raspberry lemonade, cherry lemonade, milk, lemonade, Lemon Cookie Tortilla Chips (tortilla chips made from a blend of cookies & corn, creamy-center-of-the-cookie cream dip, lemon curd), New Mexico Chili Dog Sliders Two Ways (green & red chile, chorizo, queso, red onion, all-beef hot dogs, prickly pear cactus slushie shooter), Irish Butter Ice Cream Over Brown Sugar Cinnamon Toast","bluemoon, dine in theater, dinein, theatre, breakfast, new, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, sierra mist, lemon, lime, soda, pop, ice tea, icetea, icedtea, iced-tea, ice-tea, soda, pop, rootbeer, soda, pop, doctor pepper, peper, dr. pepper, lemon ade, lemon-aid, lemonaid, lemon-ade, rasberry, lemon ade, lemon-aid, lemonaid, lemon-ade, lemon ade, lemon-aid, lemonaid, lemon-ade, all beef, allbeef, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, sierra mist, lemon, lime, soda, pop, ice tea, icetea, icedtea, iced-tea, ice-tea, soda, pop, rootbeer, soda, pop, doctor pepper, peper, dr. pepper, lemon ade, lemon-aid, lemonaid, lemon-ade, rasberry, lemon ade, lemon-aid, lemonaid, lemon-ade, lemon ade, lemon-aid, lemonaid, lemon-ade, all beef, allbeef",Northeast corner of Carnes Ave. & Chambers St.,44.98000362291339,-93.17419243365384,1,"[2, 34, 38, 39, 63, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$3 off one serving of New Mexico Chile Dog \nSliders\n(Regularly $10)', 'category': 'Blue Ribbon Bargain Book'}]}"
2120.1,20734,2120,2120,2120-1,2120-1,1,1,L & B Cotton Candy,2120.1,"Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)","Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)",,"cotton candy on-a-stick, cotton candy in-a-bag, glow sticks","cotton candy on-a-stick, cotton candy in-a-bag, glow sticks",,Northwest corner of Dan Patch Avenue and Underwood Street,44.98134818705036,-93.17069948269230,1,"[2, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one regular cone of cotton candy\n(Regularly $4)\n', 'category': 'Blue Ribbon Bargain Book'}]}"
2120.2,20725,2120,2120,2120-2,2120-2,2,2,L & B Cotton Candy,2120.2,"Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)","Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)",,"cotton candy in-a-bag, cotton candy on-a-stick, glow sticks","cotton candy in-a-bag, cotton candy on-a-stick, glow sticks",,Southwest corner of Carnes Ave. & Nelson St.,44.97978361377276,-93.17229268334961,1,"[2, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one regular cone of cotton candy\n(Regularly $4)\n', 'category': 'Blue Ribbon Bargain Book'}]}"
2120.3,20166,2120,2120,2120-3,2120-3,3,3,L & B Cotton Candy,2120.3,"Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)","Open 9 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian option (cotton candy)",,"cotton candy in-a-bag, cotton candy on-a-stick, glow sticks","cotton candy in-a-bag, cotton candy on-a-stick, glow sticks",,South side of Judson Avenue between Nelson and Underwood streets,44.97846761151079,-93.17194333653846,1,"[2, 34, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one regular cone of cotton candy\n(Regularly $4)\n', 'category': 'Blue Ribbon Bargain Book'}]}"
2122.1,20719,2122,2122,2122-1,2122-1,1,1,Kathie's Cotton Candy,2122.1,Cash only,Cash only,,"cotton candy in-a-bag, cotton candy on-a-stick","cotton candy in-a-bag, cotton candy on-a-stick",,"West of Nelson Street, just south of the Grandstand",44.98074548201439,-93.17323029423076,1,[2],[]
2122.2,20763,2122,2122,2122-2,2122-2,2,2,Kathie's Cotton Candy,2122.2,Cash only,Cash only,,"cotton candy in-a-bag, cotton candy on-a-stick","cotton candy in-a-bag, cotton candy on-a-stick",,West side of Liggett St. between West Dan Patch and Carnes avenues,44.98039981294964,-93.17537932884615,1,[2],[]
2122.3,20167,2122,2122,2122-3,2122-3,3,3,Kathy's Cotton Candy,2122.3,"Open 8:30 a.m. to 10:30 p.m. (9 p.m.)
Cash only","Open 8:30 a.m. to 10:30 p.m. (9 p.m.)
Cash only",,"cotton candy in-a-bag, cotton candy on-a-stick","cotton candy in-a-bag, cotton candy on-a-stick",,West side of Liggett Street between Carnes and Judson avenues,44.97922542446043,-93.17543474807692,1,"[2, 34, 63]",[]
2124.1,20168,2124,2124,2124-1,2124-1,1,1,Countryside Art Gallery,2124.1,,,,"artwork by Carl J. Melichar, wildlife art, keychains, portraits, limited edition art prints, notecards, coasters, dog portraits","artwork by Carl J. Melichar, wildlife art, keychains, portraits, limited edition art prints, notecards, coasters, dog portraits",,"In the Merchandise Mart, west aisle",44.98075721518988,-93.16886141153846,0,"[1, 34, 38]",[]
2126.1,20169,2126,2126,2126-1,2126-1,1,1,Cowboy Santa,2126.1,,,,"Christmas decorations and décor with western theme to include ornaments, stockings and stocking stuffers, sleepwear, plush stuffed animals and toys, books, jewelry, handbags, tote bags, horse figurines, kitchen towels, collectible Santas, Christmas shirts, western shirts","Christmas decorations and décor with western theme to include ornaments, stockings and stocking stuffers, sleepwear, plush stuffed animals and toys, books, jewelry, handbags, tote bags, horse figurines, kitchen towels, collectible Santas, Christmas shirts, western shirts",,"In the Warner Coliseum, south side",44.97789149640288,-93.17415702692308,0,"[1, 34, 38]",[]
2130.1,20171,2130,2130,2130-1,2130-1,1,1,Cowgirls Don't Cry,2130.1,,,,"cowboy hats designed by  Texas artist with swarovski crystals, Lone Star cowboy hats, American cowboy hats, Larry Mahan cowboy hats, Sunbody cowboy hats, Justin Morgan cowboy hats, Atwood cowboy hats, Scala cowboy hats","cowboy hats designed by  Texas artist with swarovski crystals, Lone Star cowboy hats, American cowboy hats, Larry Mahan cowboy hats, Sunbody cowboy hats, Justin Morgan cowboy hats, Atwood cowboy hats, Scala cowboy hats",,"In the Warner Coliseum, southwest side",44.97794467625899,-93.17492673846154,0,"[1, 38]",[]
2132.1,20172,2132,2132,2132-1,2132-1,1,1,Cowhide Outlet,2132.1,,,,"all original cowhides to include area rugs, pillows, hall runners, table runners, placemats, coasters, lamp shades, purses, benches and floor mats, cowhide animal figures, goat hides, calf hides","all original cowhides to include area rugs, pillows, hall runners, table runners, placemats, coasters, lamp shades, purses, benches and floor mats, cowhide animal figures, goat hides, calf hides",,"In the Dairy Building, south center aisle",44.97813886075949,-93.17096118461538,0,"[1, 38]",[]
2136.1,20010,2136,2136,2136-1,2136-1,1,1,Craftmasters Remodeling,2136.1,,,,"custom made cabinets, kitchen and bath remodeling, Sunrise windows","custom made cabinets, kitchen and bath remodeling, Sunrise windows",,"In the Home Improvement Building, south center aisle",44.98177177215190,-93.16863973461538,0,"[3, 1]",[]
2138.1,20173,2138,2138,2138-1,2138-1,1,1,Craftsman's Choice,2138.1,,,,"Pella doors, shakes, Marvin windows, Pella windows, shutters, flower boxes, GAF-ELK roofing products, Master Elite brand laminate roofing, soffits, Westbury aluminum railings, James Hardie Hardiplank brand fiber cement siding, Azek composite decking and railing, cultured stone, fascias","Pella doors, shakes, Marvin windows, Pella windows, shutters, flower boxes, GAF-ELK roofing products, Master Elite brand laminate roofing, soffits, Westbury aluminum railings, James Hardie Hardiplank brand fiber cement siding, Azek composite decking and railing, cultured stone, fascias",,Southwest corner of Judson Ave. & Underwood St.,44.97847647482014,-93.17078876923077,0,"[3, 1]",[]
2140.1,20174,2140,2140,2140-1,2140-1,1,1,Cream of the Crop Artists,2140.1,,,,"contemporary pop art, unframed art pieces, artful caps made with repurposed afghan squares, artful cocktail napkins, photographs, ties, scarves, artful totes made with repurposed afghan squares, photograph yourself in front of fine art, prints, tote bags, framed art pieces, mosaics, mosaics of MN, MN state shaped magnets, original silk screen T-shirts","contemporary pop art, unframed art pieces, artful caps made with repurposed afghan squares, artful cocktail napkins, photographs, ties, scarves, artful totes made with repurposed afghan squares, photograph yourself in front of fine art, prints, tote bags, framed art pieces, mosaics, mosaics of MN, MN state shaped magnets, original silk screen T-shirts",,"At West End Market, northwest section",44.98124898734177,-93.17783316923077,0,"[1, 34]",[]
2142.1,20175,2142,2142,2142-1,2142-1,1,1,Cream Puffs,2142.1,,,,"cream puffs with filling (vanilla, strawberry, Neapolitan, chocolate), mini cream puffs, water bottles","cream puffs with filling (vanilla, strawberry, Neapolitan, chocolate), mini cream puffs, water bottles","creampuffs, creme, creame, cream-puff",Southwest corner of West Dan Patch Ave. & Liggett St.,44.98054455696202,-93.17553635000000,1,"[2, 34]",[]
2144.1,20176,2144,2144,2144-1,2144-1,1,1,Create Laser Arts,2144.1,,,,"laser etched magnets, laser etched ornaments, laser etched small boxes, laser etched bowls, laser etched acrylic earrings, laser etched wood kitchen utensils, laser etched mini wooden shaped animals, laser etched mini wooden shaped states, laser etched small wooden travel games, laser etched LED night lights, laser cut wood earrings, MN laser etched ornament","laser etched magnets, laser etched ornaments, laser etched small boxes, laser etched bowls, laser etched acrylic earrings, laser etched wood kitchen utensils, laser etched mini wooden shaped animals, laser etched mini wooden shaped states, laser etched small wooden travel games, laser etched LED night lights, laser cut wood earrings, MN laser etched ornament",,"In the Grandstand, upper level, south wall",44.98121354430380,-93.17265455000000,0,"[1, 38, 71, 72, 73, 74]","{'Kids Day, Aug. 30 & Sept. 4': [{'offer': '20% off one 2023 State Fair ornament or magnet (Reg. $8.99-$15.99)', 'category': 'Kids Day, Aug. 30 & Sept. 4'}], 'Military Appreciation Day, Aug. 29': [{'offer': '20% off one 2023 State Fair ornament or magnet (Reg. $8.99-$15.99)', 'category': 'Military Appreciation Day, Aug. 29'}], 'Opening Day, Aug. 24': [{'offer': '20% off one 2023 State Fair ornament or magnet (Reg. $8.99-$15.99)', 'category': 'Opening Day, Aug. 24'}], 'Seniors Day, Aug. 28 & 31': [{'offer': '20% off one 2023 State Fair ornament or magnet (Reg. $8.99-$15.99)', 'category': 'Seniors Day, Aug. 28 & 31'}]}"
215.1,20610,215,215,215-1,215-1,1,1,Simply Nuts & More,215.1,,,,"Chocolate covered almonds, Almonds, Walnuts, Gummy worms, Butter toffee peanuts, Cashews (oriental, triple berry, energy, cranberry trail mix), Mixed nuts, Cashews, Pecans, Dried fruits, Filberts, Pepitas, Honey cinnamon almonds, Chocolate-covered peanuts, M&M tins filled with licensed products, Gift boxes","Chocolate covered almonds, Almonds, Walnuts, Gummy worms, Butter toffee peanuts, Cashews (oriental, triple berry, energy, cranberry trail mix), Mixed nuts, Cashews, Pecans, Dried fruits, Filberts, Pepitas, Honey cinnamon almonds, Chocolate-covered peanuts, M&M tins filled with licensed products, Gift boxes",,"In the Warner Coliseum, east side",44.97816544303797,-93.17379988076924,1,"[2, 38, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one order of popcorn shrimp (Regularly $6) OR $1 off one small fresh-squeezed (shaken, not stirred) lemonade (Regularly $5)', 'category': 'Blue Ribbon Bargain Book'}]}"
2150.1,20178,2150,2150,2150-1,2150-1,1,1,Creative Sewing Centers,2150.1,,,,"Brother ScanNCut, sewing machines (Elna, Brother, Baby Lock, JUKI, Janome), sewing cabinets (Koala, Horn), sewing cases, sewing chairs","Brother ScanNCut, sewing machines (Elna, Brother, Baby Lock, JUKI, Janome), sewing cabinets (Koala, Horn), sewing cases, sewing chairs",,"In the Grandstand, lower level, southeast section",44.98107342446043,-93.17305480000000,0,"[1, 34, 38]",[]
2154.1,20179,2154,2154,2154-1,2154-1,1,1,Crowned Crow,2154.1,,,,"slipdresses, specialty licensed T-shirts, repurposed cross-over leather bags, flannel vintage shirts, keychains, hats, hoodies","slipdresses, specialty licensed T-shirts, repurposed cross-over leather bags, flannel vintage shirts, keychains, hats, hoodies",,"At West End Market, west section",44.98126398561151,-93.17720200576923,0,"[1, 34, 38]",[]
2158.1,20180,2158,2158,2158-1,2158-1,1,1,Crysteel Truck Equipment,2158.1,,,,"Convert-A-Ball truck equipment, Giant truck equipment, Kaper truck equipment, Tafco truck equipment, Weather Guard truck equipment, bedliners, Crysteel Lo-Boy truck hoists, farm truck and contractor bodies, lumber bodies, Dakota service body, snowplow hookups for skid steer loaders, bug shields, snow pushers, dump trailers, skid steer trailers, Crysteel truck equipment, hitches, toolboxes, ladder racks, back drag blades and side wings for snowplows, aerial equipment, stainless steel wheel covers, snow plows, window protectors, aluminum truck box, truck toppers, dumpbox liner systems, salt and sand spreaders, warning Lights, Crysteel Lo-Boy truck lights, dump bodies and tippers, Cobra hoists, carriers, Ventura cranes, dry freight van bodies, trailers","Convert-A-Ball truck equipment, Giant truck equipment, Kaper truck equipment, Tafco truck equipment, Weather Guard truck equipment, bedliners, Crysteel Lo-Boy truck hoists, farm truck and contractor bodies, lumber bodies, Dakota service body, snowplow hookups for skid steer loaders, bug shields, snow pushers, dump trailers, skid steer trailers, Crysteel truck equipment, hitches, toolboxes, ladder racks, back drag blades and side wings for snowplows, aerial equipment, stainless steel wheel covers, snow plows, window protectors, aluminum truck box, truck toppers, dumpbox liner systems, salt and sand spreaders, warning Lights, Crysteel Lo-Boy truck lights, dump bodies and tippers, Cobra hoists, carriers, Ventura cranes, dry freight van bodies, trailers",,South side of Wright Ave. between Cooper & Cosgrove streets,44.98314743884892,-93.16863357692307,0,[1],[]
216.1,20640,216,216,216-1,216-1,1,1,Coasters,216.1,,,"Arnold Palmer Spiked Slushy
Bald Man Island in the Sun IPA (NEW)
Bell's Two Hearted Ale
Budweiser
Busch Light
Cannon River Feisty Red
Cannon River Feisty White
Castle Danger Cream Ale
Coors Light
Corona
Deschutes Fresh Squeezed IPA
Firestone Walker Mind Haze IPA
Fulton Lonely Blonde
Grain Belt Premium
Heineken 0.0 Non-Alcoholic Beer
Lift Bridge Cosmopolitan Martini Slushie (NEW)
Lift Bridge Mango Blonde
Lupulin Beergarita Ale (NEW)
Michelob Golden Draft Light
Mike's Harder Lemonade
Mike's Harder Strawberry Lemonade
REDD's Wicked Apple Ale
Schell's Tropical Island IPA (NEW)
Summit Extra Pale Ale
Summit Oktoberfest
Surly Razzmanian Devil (NEW)
Third Street Purpleberry Shandy (NEW)
Truly Wild Berry Hard Seltzer
Vizzy Strawberry Lemonade Hard Seltzer
WarPigs Foggy Geezer IPA","bottled water, beer, Minnesota wine, chicken wings, pulled chicken sandwich, omelets (cheese, ham, onions, peppers), hot dogs, pulled pork sandwich, steak sandwich, hamburgers, cheeseburgers, prime rib sandwich, Chef salad, Pot roast sundae, onion rings, french fries, Spicy cheese bites, sriracha chicken bites, pretzel bites, Macaroni and cheese, nachos, Red Bull, Coasters Cracklin Prime Rib Nachos (deep-fried chicharron, prime rib slices, Que Bueno nacho cheese, pico de gallo, green onion slices), eggs, Steak, bacon, toast, hash browns, biscuits & gravy, ham and cheese Denver wrap, chicken breast sandwich, buffalo chicken sandwich, hot chocolate, Pepsi, Diet Pepsi, Dr Pepper, Mountain Dew, Gatorade, coffee, orange juice, milk, iced tea, Donut Delights (mini donuts, bacon, peanut butter, raspberry dessert sauce)","bottled water, beer, Minnesota wine, chicken wings, pulled chicken sandwich, omelets (cheese, ham, onions, peppers), hot dogs, pulled pork sandwich, steak sandwich, hamburgers, cheeseburgers, prime rib sandwich, Chef salad, Pot roast sundae, onion rings, french fries, Spicy cheese bites, sriracha chicken bites, pretzel bites, Macaroni and cheese, nachos, Red Bull, Coasters Cracklin Prime Rib Nachos (deep-fried chicharron, prime rib slices, Que Bueno nacho cheese, pico de gallo, green onion slices), eggs, Steak, bacon, toast, hash browns, biscuits & gravy, ham and cheese Denver wrap, chicken breast sandwich, buffalo chicken sandwich, hot chocolate, Pepsi, Diet Pepsi, Dr Pepper, Mountain Dew, Gatorade, coffee, orange juice, milk, iced tea, Donut Delights (mini donuts, bacon, peanut butter, raspberry dessert sauce)","new, waterbottle, bottle, hotdogs, hot-dogs, RedBull, energy drink, caffeinated, caffeine, caffindated, caffine, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, doctor pepper, peper, dr. pepper, soda, pop, Gator ade, ice tea, icetea, icedtea, iced-tea, ice-tea, waterbottle, bottle, hotdogs, hot-dogs, RedBull, energy drink, caffeinated, caffeine, caffindated, caffine, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, doctor pepper, peper, dr. pepper, soda, pop, Gator ade, ice tea, icetea, icedtea, iced-tea, ice-tea",Southeast corner of Carnes Ave. & Liggett St.,44.97964465888461,-93.17512840288461,1,"[2, 34, 38, 40, 61, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2.75 off one order of chicken tenders\n(Regularly $8.50)', 'category': 'Blue Ribbon Bargain Book'}]}"
